Iteration	Posterior	Likelihood	Prior	age_extant	age_Kretzoiarctos_beatrix	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	turnover
4400	-4146.41	-4152.89	6.48351	13.95542	11.79222	0.1629688	0.5925149	0.187135	0.0136037	0.127514	0.0108746	0.0148525	0.0377546	0.0238238	0.0159663	0.0429512	0.00806622	0.0400945	0.0553432	0.0888221	0.0661091	0.00485588	0.00511946	0.0257373	0.232531	0.0244765	0.0583224	0.0315125	0.00580107	0.00131859	0.0549203	0.00315612	0.100541	0.00199085	0.00579916	0.00763795	0.00223275	0.038978	0.0392007	0.0339424	0.0123964	0.0211794	0.0559246	0.0125682	0.0139469	0.0214751	0.0475631	0.0457903	0.0456239	0.04764084	0.04562794	0.07514728	0.00976002	0.487224	0.0075595	0.00540126	0.484299	0.00575638	0.2216179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	38.7338	0.08891808	0.000110533	0.0155024	0.280506	3.70388	0.051568	0.308086	0.877452	2.76289	0.303569	0.301149	0.132045	0.263237	0.2967652	15.9697	0.85186	7.27992	8.04216	37.048	11.7922	0.21849	5.1516	22.134	7.39499	6.66092	6.80386	21.3159	16.6717	0.7467786
4500	-4139.47	-4155.32	15.8475	20.38714	11.79991	0.1699789	0.4925303	0.0274335	0.0593444	0.00816254	0.0210717	0.0906104	0.0123643	0.00496153	0.00901259	0.0110202	0.00893622	0.007958	0.0137309	0.0320174	0.0282024	0.0239907	0.00729898	0.0778728	0.0315431	0.0332581	0.0106839	0.0861425	0.00204008	0.0736182	0.00844568	0.00065965	0.00643679	0.0296259	0.016945	0.0501993	0.00920192	0.0176815	0.00397962	0.0211205	0.0245461	0.0290745	0.024053	0.0155798	0.0159997	0.0163846	0.00242011	0.0142889	0.0233151	0.02636379	0.01496085	0.05871182	0.0210189	0.50149	0.00749309	0.00753143	0.458955	0.0035114	0.09761741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	44.41866	0.1039688	0.000156822	0.0184453	0.300952	3.68045	0.0320118	0.247011	0.814756	2.90622	0.285704	0.294708	0.143216	0.276371	0.1563292	15.8363	1.96582	8.62261	8.69445	36.8441	11.7999	0.15334	5.18699	22.0451	6.21371	9.68765	8.14771	22.5945	16.8953	0.6244348
4600	-4126.32	-4151.09	24.7624	23.88776	11.71692	0.1631366	1.118899	0.0325179	0.0162062	0.0365805	0.00189421	0.0019517	0.00122398	0.0069632	0.0058124	0.0140357	0.00474003	0.0177197	0.0131991	0.0182948	0.0349794	0.0571254	0.0458873	0.0133955	0.00549145	0.0244528	0.00965308	0.0404025	0.00802545	0.0261259	0.0145543	0.015054	0.0088116	0.00562155	0.00538811	0.077418	0.00513588	0.0219376	0.00945205	0.0111334	0.0318453	0.0173088	0.0525042	0.0362793	0.0131742	0.0469294	0.0131386	0.0514643	1.74378e-05	0.02066088	0.03798243	0.05970191	0.0108525	0.514141	0.0082351	0.00674195	0.448417	0.0116126	0.1397777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	42.82972	0.08820113	0.000111501	0.0155697	0.280999	3.70332	0.160048	0.509788	1.01721	2.31295	0.32152	0.293619	0.128134	0.256726	0.1994797	15.9616	1.98287	9.68417	8.67966	37.0461	11.7169	0.211174	3.61917	22.3354	6.34321	8.7099	8.07119	22.8	16.5606	0.7007118
4700	-4132.95	-4146.82	13.8696	17.32666	11.77974	0.1969417	1.287605	0.0234764	0.0489126	0.0265762	0.00489195	0.00960219	0.0248388	0.0109643	0.00442527	0.027523	0.00485282	0.014813	0.0355195	0.00901891	0.0624078	0.0277113	0.0839715	0.00393314	7.87876e-05	0.020802	0.00997517	0.0839774	0.080051	0.029331	0.00191048	0.0201986	0.013004	0.0293578	0.00129155	0.00141335	0.0113537	0.0225066	0.0181185	0.0580785	0.0193037	0.0328743	0.0560445	0.000729115	0.0126359	0.061728	0.0124004	0.0251637	0.00665749	0.02547352	0.06444914	0.0669429	0.00490302	0.534056	0.0148535	0.00413999	0.437009	0.00503822	0.4428599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	40.44814	0.07768799	0.000477187	0.0320299	0.375629	3.59186	0.190571	0.54891	1.03506	2.22545	0.293449	0.328053	0.122859	0.255639	0.5098028	15.9621	2.06814	5.77973	8.69582	37.1924	11.7797	0.211174	1.93567	21.6749	7.65193	5.5099	7.85002	22.6623	16.841	0.8686887
4800	-4143.88	-4154.11	10.2294	21.64116	11.69765	0.1622074	1.257808	0.0456596	0.02177	0.0149492	0.0595457	0.00413131	0.0743042	0.00950185	0.00104635	0.0232255	0.00768751	0.0385387	0.0311044	0.0273645	0.0439122	0.0365674	0.0108716	0.0484997	0.000159187	0.0276593	0.0138919	0.00218547	0.023752	0.0724355	0.0108677	0.0289203	0.00131068	0.0167041	0.00904312	0.0145328	0.00971521	0.106516	0.0061145	0.0119145	0.0242112	0.0322309	0.0434436	7.58224e-05	0.00966218	0.0270279	0.0271439	0.0267267	0.0330042	0.03620716	0.02850356	0.02803536	0.013414	0.44712	0.00497142	0.0130489	0.510224	0.0112216	0.2468203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	41.47779	0.05539028	0.000106218	0.0151985	0.278263	3.70643	0.185373	0.542562	1.03235	2.23971	0.306057	0.278628	0.143199	0.272116	0.2748557	14.7718	2.50774	5.19977	8.6894	37.1851	11.6976	0.213533	2.76547	21.7282	6.78799	5.62027	7.94886	22.6809	16.8261	0.8979997
4900	-4129.43	-4146.92	17.4956	14.85962	11.27133	0.1649178	1.743135	0.00372157	0.0321934	0.00218143	0.00464978	0.0281612	0.0156772	0.0111659	0.003688	0.0200558	0.00934478	0.0229218	0.0164893	0.0198085	0.0277006	0.0469873	0.0306528	0.0339148	1.25894e-05	0.0092123	0.0205544	0.051208	0.00154273	0.0401997	0.00473315	0.0571812	0.0297531	0.035662	0.0128187	0.0421971	0.108903	0.0329057	0.00482958	0.0172082	0.032617	0.00446526	0.0415522	0.000371439	0.00991832	0.0467428	0.0156836	0.0340675	0.0168755	0.02415921	0.04035597	0.05303027	0.00687519	0.488122	0.0120887	0.0113502	0.475225	0.00633922	0.1805987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	40.76793	0.06060178	0.000122188	0.0162944	0.286227	3.69736	0.260559	0.624588	1.062	2.05285	0.284295	0.313832	0.132928	0.268945	0.2336289	15.9292	2.35915	5.29512	8.67005	37.0143	11.2713	0.0925149	3.54047	22.7417	7.64797	5.07541	6.64389	22.6881	16.8839	0.773015
5000	-4135.04	-4154.59	19.5413	17.84444	11.52808	0.2285753	2.30935	0.00821897	0.0252586	0.00137156	0.00740331	0.0190372	0.0450634	0.0119791	0.0104787	0.0369246	0.00729822	0.0495115	0.040012	0.0465794	0.0333619	0.0531713	0.0192736	0.100092	1.90913e-05	0.0161267	0.0159345	0.00903593	6.45376e-05	0.0150272	0.014233	0.0234395	0.0290449	0.0117347	0.0100424	0.0314765	0.0143831	0.0249628	0.00963099	0.00847176	0.0700132	0.0139252	0.107084	0.00296638	0.0212346	0.0646735	0.0121289	0.00653228	0.0172231	0.03073633	0.05610066	0.04611359	0.00930317	0.468334	0.0138483	0.00439119	0.492694	0.0114292	0.1367947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	43.33208	0.07686285	0.00125893	0.0517151	0.454076	3.49295	0.327602	0.684335	1.0761	1.91196	0.280191	0.312717	0.146351	0.260741	0.1829083	15.9505	2.30603	6.06097	8.44212	36.7521	11.5281	0.183886	5.29311	22.7417	7.74971	5.04191	7.57335	22.7931	16.8965	0.7478868
5100	-4127.41	-4145.51	18.1094	22.53959	11.79712	0.157822	0.7840537	0.0883286	0.0408839	0.0113391	0.00839548	0.0346084	0.0339167	0.0195869	0.0137839	0.0293539	0.016168	0.0239415	0.0254346	0.0780169	0.0358524	0.0149194	0.0126315	0.0655292	0.00193218	0.0523648	0.0144066	0.0119117	0.00258467	0.00536283	0.0174342	0.00298725	0.0149656	0.0100277	0.0369425	0.00772975	0.00442507	0.0596541	0.00180789	0.0154467	0.0332949	0.0476807	0.0632166	0.0320328	0.043058	0.0123262	0.00347696	0.0407737	0.0228839	0.02335591	0.03446639	0.06609877	0.0110681	0.492743	0.00441455	0.00885862	0.480137	0.00277846	0.1372684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	43.27283	0.100855	8.38194e-05	0.01351	0.265273	3.72113	0.0921613	0.400634	0.952437	2.55477	0.317608	0.297074	0.13762	0.247699	0.2033672	15.4117	2.22735	4.97094	8.52058	37.1116	11.7971	0.178311	5.25612	21.4517	6.11743	5.42006	8.17158	22.5396	16.7301	0.6749782
5200	-4116.59	-4149.6	33.0096	20.45369	11.71787	0.1644583	0.5903888	0.0281589	0.0212272	0.047385	0.0117712	0.0452044	0.0169945	0.00478091	0.0141736	0.0205713	0.00359606	0.0183663	0.0165566	0.0218036	0.0255146	0.00260543	0.0162894	0.00466274	0.0500995	0.0304399	0.00923197	0.00536323	0.000687777	0.00406385	0.00869913	0.000533032	0.00616073	0.0174193	0.0290514	0.00902631	0.000856805	0.0290211	0.00398649	0.00814975	0.0360823	0.00255729	0.0456402	0.0559906	0.00305222	0.0376614	0.0031007	0.0410645	0.00327262	0.01704269	0.0276463	0.04966828	0.00495322	0.54747	0.0113469	0.00634519	0.418281	0.0116038	0.2386922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	39.10368	0.08269287	0.000119359	0.0161058	0.28488	3.69889	0.051132	0.306887	0.876335	2.76565	0.293518	0.305114	0.121522	0.279846	0.2883605	15.4694	1.53925	9.6189	8.58764	37.0934	11.7179	0.21219	5.06642	21.8089	7.67882	9.6948	7.07453	22.7876	16.8208	0.8277563
5300	-4141.12	-4158.64	17.5225	17.95203	11.72323	0.1625484	1.032278	0.0126161	0.0219025	0.0239673	0.00520049	0.0141815	0.0601283	0.0251919	0.0118509	0.019614	0.012671	0.0173346	0.0264144	0.00730953	0.0537398	0.00373188	0.0344734	0.0692905	0.0737441	0.0178653	0.00447021	0.0468183	0.00546919	0.00712416	0.0604275	2.40182e-05	0.00304257	0.0352394	0.0497364	0.0545134	0.00253404	0.0104629	0.0110782	0.00344527	0.023741	0.0334738	0.0140185	0.0229795	0.00285752	0.0474471	0.0287224	0.0134222	0.00320637	0.02113224	0.04450707	0.02229439	0.00802672	0.502871	0.0112204	0.00227345	0.464929	0.0106793	0.2403905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	40.07598	0.08319453	0.000108134	0.0153342	0.279268	3.70529	0.143349	0.486243	1.00515	2.36526	0.323999	0.297173	0.126169	0.252659	0.2626849	14.9804	2.25901	6.99844	8.58764	37.1994	11.7232	0.118623	4.29774	20.7415	6.57664	9.69678	7.9913	22.4288	16.8866	0.9151288
5400	-4121.53	-4145.94	24.4076	26.10533	11.79726	0.2161512	2.654716	0.0048306	0.0340345	0.0109757	0.0242879	0.0156418	0.000329127	0.00905437	0.0185202	0.0348082	0.00891526	0.0160358	0.0168688	0.032476	0.0457918	0.00295273	0.0280669	0.0257059	0.0164935	0.029508	0.00786911	0.0470917	0.0127404	0.000791563	0.00951391	0.00572994	0.0025749	0.0235916	0.0155817	0.00895308	0.00406993	0.0206548	0.00107942	0.0174544	0.00271799	0.026	0.0290398	0.00882662	0.0206332	0.0301467	0.00288535	0.0107319	0.0092395	0.01695504	0.03472367	0.08373952	0.00795275	0.462964	0.00670611	0.0121284	0.504186	0.00606299	0.1131008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	38.00752	0.04350938	0.000889765	0.0435817	0.424484	3.53104	0.360651	0.710421	1.08019	1.84874	0.322455	0.289451	0.12187	0.266224	0.1968403	15.9589	2.00243	9.67654	8.43823	37.0708	11.7973	0.0465141	1.84779	22.6111	5.36291	5.56596	8.19171	16.2694	16.8888	0.5745814
5500	-4125.03	-4141.68	16.6465	23.30075	11.78345	0.1701859	0.315389	0.0350932	0.00693395	0.00295957	0.00430035	0.00406826	0.00175928	0.0112543	0.00316068	0.0271453	0.0071727	0.0227908	0.0255984	0.0219907	0.0345098	0.0370191	0.0190881	0.0325414	0.0616027	0.0216591	0.0239345	0.0293474	0.0316387	0.00292549	0.00796801	0.00743304	0.00935137	0.00749398	0.0514341	0.0460297	0.0318527	0.013209	0.000780081	0.00834433	0.122675	0.00592592	0.0306659	0.0112158	0.0149056	0.0230547	0.00309651	0.0059885	0.037398	0.02234877	0.02002501	0.002570953	0.00675011	0.554855	0.00808699	0.00768104	0.413815	0.00881139	0.1762559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	40.60878	0.06499269	0.00015838	0.0185362	0.30155	3.67976	0.0066264	0.116507	0.620764	3.2561	0.305915	0.292719	0.126906	0.27446	0.1788268	14.1566	0.943887	9.69546	8.45981	37.1824	11.7835	0.238544	5.28418	22.5775	7.74543	7.96221	6.62661	19.8475	16.8189	0.9856232
5600	-4131.4	-4141.23	9.83248	44.24369	11.79666	0.1513213	1.045864	0.00195059	0.0328742	0.00720937	0.0226975	0.0148946	0.00256163	0.00560137	0.00346329	0.0109184	0.00219363	0.0156163	0.02839	0.0339916	0.0390007	0.00596416	0.0202969	0.00612605	0.0186984	0.0573472	0.00115386	0.0240355	0.0185992	0.0231993	0.00757297	0.0332772	0.00448452	0.0307356	0.000597668	0.0077237	0.0415421	0.0155513	0.000862333	0.0124649	0.00519045	0.0147456	0.0351535	0.0262731	0.00265919	0.0124172	0.0125764	0.00469639	0.0727882	0.01759997	0.01790486	0.04036122	0.00642616	0.49514	0.00449776	0.00862768	0.482202	0.00310568	0.2397007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	50.18698	0.03304169	5.75282e-05	0.0112028	0.245808	3.74293	0.146013	0.490116	1.0072	2.35667	0.298424	0.300915	0.144227	0.256433	0.2800619	15.8674	2.33521	9.66728	8.45981	37.1912	11.7967	0.129387	5.29838	22.0626	7.67316	9.55504	8.14998	19.3976	16.8982	0.8558846
5700	-4103.88	-4147.24	43.362	42.87345	11.68558	0.1613276	0.2706826	0.000355571	0.00838075	0.0135788	0.002945	0.0189868	0.000844487	0.00453723	0.00462026	0.0240188	0.00875016	0.0149404	0.0212323	0.00866268	0.0388579	0.00457925	0.00500549	0.00169217	0.00972969	0.0117947	0.0132873	0.0111437	0.000354424	0.00424103	0.0127716	0.00184488	0.0195358	0.015128	0.00821444	0.00102872	0.00287682	0.00671192	0.000200401	0.0106756	0.00259377	0.00602614	0.0220034	0.0132301	0.00743885	0.0242228	0.011082	0.0042229	0.00251579	0.009333748	0.01964224	0.03227674	0.00856839	0.488284	0.00576643	0.00271408	0.490116	0.00455152	0.1410322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	47.88481	0.04781416	0.000101394	0.0148513	0.275667	3.70938	0.00321888	0.0819817	0.543122	3.37168	0.310281	0.282539	0.126083	0.281097	0.173309	15.0875	1.1475	9.67981	8.56695	37.1369	11.6856	0.234476	5.14108	22.2137	7.68145	9.18051	6.0476	17.1595	16.781	0.8137619
5800	-4130.7	-4155.9	25.2007	26.8354	11.77068	0.1867354	0.6396623	0.0088478	0.00637544	0.0414782	0.048582	0.0168355	0.000518108	0.0114255	0.0111536	0.0274493	0.00252569	0.00959271	0.0152188	0.0347513	0.0443288	0.00246312	0.0280658	0.0239843	0.00877913	0.0103765	0.0122143	0.00169191	0.000197002	0.0656449	0.0180628	0.00301637	0.0363755	0.00900733	0.0342931	0.00519768	0.00788996	0.00792277	2.53725e-05	0.00623866	0.0151132	0.00781978	0.0271627	0.057357	0.0249452	0.0182388	0.0276684	0.0228684	0.00310034	0.02248235	0.03772484	0.02623224	0.00791338	0.470159	0.00511073	0.00189855	0.503941	0.0109767	0.1402217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	42.5195	0.0575731	0.000325244	0.0264907	0.348162	3.62502	0.061378	0.333614	0.900279	2.70473	0.314973	0.282249	0.142179	0.260599	0.1664539	14.4017	2.35809	9.65001	7.76021	37.0429	11.7707	0.234476	4.47837	21.7316	6.35156	9.69666	7.85781	22.1772	16.8062	0.8424054
5900	-4124.12	-4153	28.8776	19.34509	11.61043	0.1753922	0.3550825	0.0199697	0.0107339	0.00937916	0.00650687	0.0444933	0.00944429	0.0119336	0.00757532	0.0305667	0.00274702	0.00822909	0.0130326	0.0313231	0.0373668	0.0872276	0.0148302	0.00164623	0.000552462	0.0151058	0.000634816	0.00204696	0.000316263	0.0126972	0.0103857	0.00665022	0.0135442	0.0707751	0.00240471	0.00379943	0.0330585	0.00707174	0.00135283	0.0216233	0.010377	0.00446837	0.0484256	0.00887717	0.0136949	0.0279422	0.0054382	0.0101183	0.00236055	0.01630189	0.02258134	-0.006013336	0.0118855	0.553088	0.00558771	0.0128241	0.414502	0.00211289	0.140992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	46.23092	0.07528816	0.000201552	0.0208931	0.316474	3.66243	0.010803	0.147502	0.677713	3.16398	0.312934	0.301153	0.12237	0.263544	0.1349787	15.644	1.54741	8.80296	7.79535	37.1658	11.6104	0.17721	5.28652	22.7834	4.96168	9.69926	6.01778	22.7117	16.7837	1.04455
6000	-4104.94	-4140.82	35.8865	32.29076	11.77026	0.1691952	0.4754191	0.0101237	0.0206487	0.00215819	0.0243478	0.00265812	0.0569003	0.0156529	0.00769994	0.0219619	0.00821598	0.0184495	0.01395	0.022258	0.0264672	0.00810577	0.00738388	0.0154844	0.0171993	0.0213607	0.0063998	0.00252618	0.00356162	0.00298815	0.00740218	0.0232644	0.00167619	0.0075463	0.00342571	0.0396857	0.00571878	0.0247405	0.00085119	0.0446481	0.0232036	0.0153733	0.0546745	0.000371584	0.0109347	0.0121972	0.0326454	0.00302275	0.00830391	0.01673804	0.02339232	0.06119708	0.0157492	0.446271	0.00637767	0.00277357	0.506871	0.0219574	0.1154354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	47.13069	0.06126781	0.000151025	0.0181034	0.298685	3.68306	0.0289273	0.235566	0.801524	2.93398	0.28446	0.300049	0.149993	0.265497	0.1766325	15.9281	0.913637	9.56895	8.11195	37.0979	11.7703	0.120628	4.47964	21.6437	5.06464	8.85352	7.18595	22.788	16.8909	0.6535345
6100	-4134.99	-4138.36	3.36682	32.62947	11.76968	0.1676506	0.5163155	0.120357	0.0376947	0.00318469	0.00722944	0.00261058	0.0211205	0.0151405	0.00910932	0.0151721	0.00857534	0.0243387	0.0167737	0.0387267	0.0306506	0.004548	0.0181625	0.0207279	0.0331995	0.0172749	0.000906831	0.0285763	0.0279193	0.0305074	0.0394263	0.0370371	0.0588405	0.00962733	0.0234182	0.0159811	0.00477998	0.04423	0.00789456	0.125892	0.0194294	0.125114	0.0275058	0.0167351	0.043352	0.0196708	0.00850645	0.0155036	0.00505902	0.03480978	0.02543404	0.06182079	0.00590518	0.474675	0.00941708	0.00736269	0.491628	0.0110127	0.1110397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	42.82525	0.0560605	0.000140075	0.017439	0.294202	3.68822	0.0364501	0.262434	0.831786	2.86933	0.301584	0.297478	0.137976	0.262962	0.1728605	15.9062	1.13213	9.6677	7.80428	37.0136	11.7697	0.186086	1.85736	21.0953	7.5814	9.27933	7.33613	22.5249	16.7218	0.6423661
6200	-4112.72	-4149.89	37.171	25.49274	11.50898	0.2085958	0.56537	0.00788884	0.0141305	0.0248096	0.004267	0.001324	0.0132438	0.0119029	0.0124228	0.0439782	0.0069871	0.0163518	0.019597	0.00587529	0.0421034	0.00667868	0.0030972	0.00849921	0.0184569	0.0269906	0.00965268	0.0487538	0.0453222	0.0221059	0.00956597	0.0171532	0.00740674	0.00810815	0.0507281	0.00163034	0.0176406	0.0258902	0.000665049	0.00521853	0.0317621	0.0237161	0.0282455	0.0144324	0.0080938	0.0211692	0.0516929	0.000463885	0.0079069	0.01690551	0.03475128	0.05934373	0.0171121	0.562495	0.00357235	0.0124267	0.40113	0.00326378	0.1181962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	39.01205	0.06288469	0.000706012	0.038877	0.405717	3.5547	0.0460536	0.292466	0.862568	2.79891	0.287642	0.311002	0.127119	0.274237	0.17754	15.2264	2.18626	9.68694	7.82371	37.171	11.509	0.205637	5.27089	22.0818	7.29653	9.62748	6.71603	22.7324	16.3321	0.6657444
6300	-4121.31	-4151.24	29.9254	18.52996	11.79122	0.1806244	0.9273406	0.00290278	0.030376	0.00296116	0.0634131	0.0206957	0.022228	0.016572	0.00058111	0.0194158	0.00486364	0.0305239	0.0301819	0.0189641	0.0607675	0.000374482	0.0200424	0.00230929	0.0102786	0.0299188	0.0256415	0.014468	0.00962379	0.0344678	0.0137456	0.00395921	0.00903429	0.00352719	0.00484837	0.0201947	0.0217014	0.0189306	0.0031076	0.0428077	0.00592719	0.0686825	0.0977402	0.000741447	0.0329041	0.0213135	0.00879954	0.00926941	0.00242634	0.01808323	0.03065885	-0.003715279	0.00903038	0.592005	0.00907991	0.00780632	0.375796	0.00628238	0.1708076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	39.11185	0.1726037	0.000253222	0.0233984	0.331237	3.64511	0.122238	0.453767	0.986834	2.43716	0.290382	0.298745	0.128002	0.282871	0.1670924	15.9528	1.04335	9.61236	8.66179	37.1955	11.7912	0.141475	5.29825	22.2645	6.60218	5.73064	8.19492	20.5602	16.8565	1.022235
6400	-4126.91	-4146.68	19.7707	17.14853	11.7993	0.1659314	2.381549	0.0125652	0.0119211	0.0272504	0.00735694	0.00892502	0.0557201	0.012606	0.00605363	0.0314308	0.00554562	0.0202853	0.0199621	0.0145978	0.0472053	0.00058525	0.00923535	0.00710395	0.0615628	0.015215	0.00990738	0.016674	0.0501272	0.00320606	0.00252613	0.0495883	0.0112414	0.0403074	0.00463111	0.0134228	0.00817198	0.0351964	0.00907736	0.0186736	0.0156755	0.00697075	0.0691424	0.00820931	0.00133788	0.0540684	0.0298455	0.0229112	0.00870799	0.01984277	0.04168554	0.008785407	0.0053743	0.563581	0.00853226	0.00691479	0.411048	0.00454988	0.1507117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	48.63894	0.08908303	0.000128607	0.0167143	0.289192	3.69397	0.334931	0.69029	1.07715	1.89763	0.329217	0.293971	0.123192	0.25362	0.1594971	15.9049	2.5672	9.62402	8.45715	36.503	11.7993	0.200465	5.28976	22.4214	5.91582	6.42491	6.04394	21.8736	16.8939	0.9449181
6500	-4124.94	-4147.35	22.409	34.97672	11.78069	0.1946314	1.533032	0.0221976	0.0235213	0.0106085	0.00686551	0.0462785	0.102246	0.019053	0.00799731	0.0261483	0.00998238	0.0270174	0.0156761	0.00627143	0.0369621	0.032468	0.0350444	0.0250039	0.00736282	0.010277	0.00165332	0.00632779	0.0350286	0.0593953	0.00445965	0.0283536	0.00981024	0.0135961	0.00762686	0.0141556	0.0077252	0.0163311	0.0062428	0.0085387	0.00915538	0.0281794	0.0346354	0.00201701	0.0296234	0.0289537	0.00648532	0.0252602	0.000715836	0.02118603	0.03844637	-0.03537404	0.00571762	0.515821	0.00107085	0.00323741	0.455119	0.0190341	0.1284717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	38.44426	0.07166133	0.000439074	0.0307369	0.369502	3.59932	0.23038	0.593964	1.0523	2.12335	0.318723	0.322928	0.118092	0.240257	0.09309766	15.9287	1.63981	9.46372	8.05459	37.1897	11.7807	0.239399	5.10499	22.1828	7.39208	7.81723	8.19913	22.6743	16.884	1.379967
6600	-4123.85	-4144.02	20.1744	31.84117	11.46223	0.1870071	0.5251771	0.0101456	0.0199513	0.070446	0.000449506	0.0262692	0.0264894	0.0303363	0.0106933	0.0379652	0.00591646	0.0234874	0.0290689	0.0558303	0.054737	0.00248806	0.0480664	0.0190101	0.000945625	0.0201957	0.0165336	0.00198717	0.0125519	0.00350012	0.00956892	0.0116353	0.0638726	0.00544487	0.00823401	0.00265943	0.0269852	0.0402507	0.000481879	0.00502387	0.0180608	0.0162983	0.0432071	0.032538	0.0427837	0.0081555	0.025166	0.0196289	0.0265236	0.0170248	0.026099	-0.03928887	0.00965842	0.588548	0.00820035	0.000573121	0.377444	0.0155761	0.2510411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	46.98787	0.04615518	0.000328759	0.0266322	0.348907	3.62413	0.0381438	0.268035	0.837757	2.85606	0.306327	0.312428	0.120455	0.26079	0.2117522	15.9669	2.30202	9.69567	8.68596	36.8854	11.4622	0.22464	4.95289	22.1548	6.44927	9.06638	6.88749	22.7735	16.8792	1.185542
6700	-4107.05	-4149.51	42.4621	36.48692	11.78662	0.1605807	0.4999653	0.01871	0.012947	0.00615022	0.00529353	0.00560664	0.000467919	0.0108701	0.00613492	0.0182262	0.00658449	0.0191082	0.0176281	0.00892967	0.0266382	0.00366292	0.00420955	0.00467647	0.00461689	0.0149424	0.00526442	0.00254834	0.0402302	0.00262695	0.00416873	0.0189412	0.00480814	0.0127396	0.0379063	0.00854393	0.0162308	0.0171513	0.00315667	0.00076505	0.00987443	0.0355058	0.00889886	0.000767736	0.0298823	0.00750651	0.00563729	0.00212201	0.0248048	0.00987407	0.0444002	0.04463145	0.00715409	0.541024	0.0164672	0.00614139	0.419926	0.00928801	0.06584337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	37.61198	0.06388005	9.74325e-05	0.0145599	0.273459	3.71188	0.0333813	0.251893	0.820243	2.89448	0.306742	0.325197	0.124477	0.243585	0.1104748	15.8687	2.22029	9.6857	8.68546	37.1714	11.7866	0.216472	5.23478	22.7263	5.83463	7.02223	8.16438	16.8449	16.384	0.5960034
