"","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"3972","Rodentia","Cricetidae","Punomys","lemminus","Punomys lemminus",3,84.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,1.94,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"890;1297;2655",-999,-999,-999,-999,14988.79,-14.14,-15.5,-14.82,-69.26,-71.16,-70.21,8,21.9,8,0.07,170.51,27.1,1003.29,1253.73
"3973","Carnivora","Phocidae","Pusa","caspica","Pusa caspica",-999,62326.2,-999,1405.5,0,2190,-999,-999,2,31.5,334.58,2,-999,-999,365,1,-999,600,4182.6,-999,1.47,-999,2199.16,-999,-999,1,3,31.32,13948.95,-999,"367;543;1015;1297;1763;2151;2655;2986",-999,1.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"3974","Carnivora","Phocidae","Pusa","hispida","Pusa hispida",2,70963.6,-999,1287.15,0,-999,12813,69083.33,6,48.99,270,2,-999,-999,365,1,-999,552,4500,-999,0.95,-999,2251.64,-999,-999,1,2,45.23,14000,-999,"367;543;1297;1763;2151;2338;2620;2655;2986",-999,1.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"3975","Artiodactyla","Cervidae","Rusa","unicolor","Rusa unicolor",2,177522.9,-999,2040,-999,788.4,-999,-999,3,-999,246,-999,-999,-999,-999,1,-999,317.04,10270,-999,4.89,-999,620.76,-999,-999,-999,1,-999,-999,-999,"653;730;789;1297;2133;2152;2525;2655;2986;3010",-999,-999,-999,-999,7050571.04,29.99,-5.94,12.02,122,72.5,97.25,1,218.9,7,0.1,152.82,224.61,1103.12,1467.16
"3976","Rodentia","Spalacidae","Rhizomys","sumatrensis","Rhizomys sumatrensis",-999,2500,-999,-999,-999,-999,-999,-999,-999,-999,21.99,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,69.25,-999,-999,"1297;2655",-999,-999,-999,-999,1503754.2,23.33,1.26,12.29,109.46,96.78,103.12,2,120.9,8,0.09,161.82,239.06,1193.4,1570.15
"3977","Rodentia","Capromyidae","Rhizoplagiodontia","lemkei","Rhizoplagiodontia lemkei",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"3978","Rodentia","Cricetidae","Rhipidomys","macconnelli","Rhipidomys macconnelli",1,41.59,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2151;2655",-999,-999,-999,-999,191016.91,8.27,0.76,4.51,-59.73,-66.81,-63.27,0,0.78,0,0.28,174.87,230.21,1641.03,1684.55
"3979","Rodentia","Cricetidae","Rhipidomys","macrurus","Rhipidomys macrurus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"3980","Rodentia","Cricetidae","Rhipidomys","mastacalis","Rhipidomys mastacalis",1,100,-999,-999,-999,-999,-999,-999,4,-999,-999,1,-999,-999,-999,3.8,3.5,-999,-999,-999,101.19,-999,92.8,1,-999,2,2,-999,-999,-999,"730;890;905;1297;2151;2159;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"3981","Rodentia","Cricetidae","Rhipidomys","modicus","Rhipidomys modicus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"3982","Rodentia","Cricetidae","Rhipidomys","nitela","Rhipidomys nitela",1,89,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2151;2655",-999,-999,-999,-999,1487334.96,8.52,-17.41,-4.44,-50.68,-68.47,-59.57,0,3.59,0,0.13,158.75,246.05,1491.06,1688.59
"3983","Carnivora","Phocidae","Pusa","sibirica","Pusa sibirica",2,89499.99,-999,1272.95,0,-999,-999,-999,1,72.5,277.63,2,-999,-999,365,1,-999,672,3050,-999,1.58,-999,2276.14,-999,-999,1,3,66.11,-999,-999,"367;543;1297;1763;2151;2655;2986",-999,1.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"3984","Primates","Cercopithecidae","Pygathrix","cinerea","Pygathrix cinerea",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,14272.32,15.92,13.77,14.85,108.66,107.96,108.31,24,157.09,24,0.13,180.64,221.9,1305.36,1527.35
"3985","Primates","Cercopithecidae","Pygathrix","nemaeus","Pygathrix nemaeus",3,9411.1,-999,623.37,-999,-999,-999,-999,2,-999,182.88,-999,-999,-999,430.7,1.01,-999,300,191.94,-999,-999,9.3,-999,9.3,-999,-999,1,-999,-999,-999,"208;543;741;899;1297;1347;1544;1547;1848;2344;2493;2655;2660",-999,1.01,-999,-999,150210.65,19.55,13.71,16.63,109.2,102.98,106.09,5,123.68,9,0.13,189.53,225.37,1211.19,1472.05
"3986","Primates","Cercopithecidae","Pygathrix","nigripes","Pygathrix nigripes",-999,10333.32,-999,609.99,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,"899;1848",-999,-999,-999,-999,129519.56,14.6,10.59,12.59,109.46,105.62,107.54,2,130.73,3,0.14,158.37,246.34,1174.42,1474.14
"3987","Rodentia","Dipodidae","Pygeretmus","platyurus","Pygeretmus platyurus",1,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,2,-999,-999,-999,5.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,-999,-999,-999,"1297;2151",-999,-999,-999,-999,955522.79,51.35,40.8,46.08,88.71,51.91,70.31,0,3.04,0,0.00348431035836856,15.66,60.64,240.04,609.55
"3988","Rodentia","Dipodidae","Pygeretmus","pumilio","Pygeretmus pumilio",1,52.24,-999,-999,-999,-999,-999,-999,2,-999,27.5,2,0.002441076,0.002290162,-999,3.35,1.5,-999,-999,-999,-999,-999,-999,-999,-999,1,1,-999,-999,-999,"1297;1573;2151;2655",-999,-999,-999,-999,3381878.34,51.92,34.93,43.43,112.18,39.94,76.06,0,11.35,0,0.02,18.95,61.22,248.84,634.98
"3989","Rodentia","Dipodidae","Pygeretmus","shitkovi","Pygeretmus shitkovi",1,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,2,-999,-999,-999,5.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,-999,-999,-999,"2151",-999,-999,-999,-999,194200.47,47.52,43.53,45.52,80.06,69.82,74.94,0,3.73,1,-0.00620862123744242,31.63,89.23,240.89,565.47
"3990","Chiroptera","Phyllostomidae","Pygoderma","bilabiatum","Pygoderma bilabiatum",-999,18.5,40,-999,-999,-999,-999,-999,2,-999,-999,1,-999,-999,-999,0.98,1,-999,-999,-999,-999,-999,-999,-999,-999,2,1,-999,-999,-999,"758;889;1297;1658;2151;2622;2655;2807",-999,-999,-999,-999,3070130.45,-14.49,-29.91,-22.2,-39.63,-67.41,-53.52,0,41.47,0,0.09,109.76,207.5,1126.21,1349.48
"3991","Rodentia","Heptaxodontidae","Quemisia","gravis","Quemisia gravis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"3992","Rodentia","Cricetidae","Rhipidomys","wetzeli","Rhipidomys wetzeli",1,89,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2151;2655",-999,-999,-999,-999,205046.83,7.16,0.76,3.96,-60.6,-67.54,-64.07,0,0.83,0,0.16,179.27,227.11,1621.42,1702.25
"3993","Rodentia","Spalacidae","Rhizomys","pruinosus","Rhizomys pruinosus",-999,2450,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,120.75,-999,-999,"1297;2655",-999,-999,-999,-999,1160203,26.02,3.68,14.85,116.68,90.37,103.53,2,175.6,9,0.08,158.86,216.42,1140.9,1430.66
"3994","Rodentia","Spalacidae","Rhizomys","sinensis","Rhizomys sinensis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297",-999,-999,-999,-999,584284.14,34.04,20.22,27.13,120.15,97.56,108.85,1,296.61,7,0.06,109.44,122.64,959.09,1092.81
"3995","Chiroptera","Pteropodidae","Rousettus","bidens","Rousettus bidens",-999,-999,97,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,0.98,-999,-999,-999,-999,-999,1,-999,-999,-999,2,-999,-999,-999,-999,"1297;1658;2017;2151",123.22,-999,-999,-999,9406.49,1.56,0.41,0.99,125.29,122.95,124.12,48,153.12,48,0.04,230.16,227.5,-999,-999
"3996","Chiroptera","Pteropodidae","Rousettus","celebensis","Rousettus celebensis",-999,63.07,71.76,104.5,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,1,-999,-999,-999,-999,-999,20,-999,-999,-999,2,-999,-999,-999,-999,"77;978;1297;1658;2017;2143;2151;2655",-999,-999,-999,-999,173659.28,3.74,-5.7,-0.98,126.34,118.75,122.55,5,92.44,17,0.07,229.41,215.47,1812.6,1909.15
"3997","Chiroptera","Pteropodidae","Rousettus","lanosus","Rousettus lanosus",-999,104.78,88.2,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,100,-999,-999,-999,2,-999,-999,-999,-999,"77;268;1658;2017;2151;2655",-999,-999,-999,-999,846954.61,8.15,-11.86,-1.85,38.65,28.53,33.59,1,67.23,2,0.12,79.31,222.43,1056.75,1497.39
"3998","Chiroptera","Pteropodidae","Rousettus","leschenaultii","Rousettus leschenaultii",-999,84.88,82.25,-999,-999,278.81,-999,-999,3,-999,121.66,1,-999,-999,-999,1.01,2,-999,12,-999,-999,753,322.24,-999,-999,2,2,52.34,37,-999,"77;211;212;582;1140;1143;1149;1297;1552;1621;1658;1705;2017;2143;2151;2622;2655;2910;3014",-999,-999,-999,-999,5152928.23,35.35,-8.96,13.19,117.84,67.64,92.74,1,287.15,10,0.09,127.94,230.14,946.42,1436.72
"3999","Chiroptera","Pteropodidae","Rousettus","linduensis","Rousettus linduensis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"4000","Chiroptera","Pteropodidae","Rousettus","madagascariensis","Rousettus madagascariensis",2,65.72,70.91,129.99,-999,-999,-999,-999,2,-999,126.88,1,-999,-999,-999,1.22,-999,-999,-999,-999,-999,400,-999,-999,-999,2,1,-999,-999,-999,"272;1048;1658;2151;2655",-999,-999,-999,-999,243394.84,-12.25,-25.2,-18.72,50.48,43.92,47.2,2,29.53,3,0.18,151.39,220.67,1206.9,1608.15
"4001","Chiroptera","Pteropodidae","Rousettus","obliviosus","Rousettus obliviosus",-999,45.32,72.5,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1658;2017;2151;2402;2655;3120",-999,-999,-999,-999,1677.4,-11.36,-12.38,-11.87,44.53,43.21,43.87,134,325.27,134,0.15,-999,-999,-999,-999
"4002","Chiroptera","Pteropodidae","Rousettus","spinalatus","Rousettus spinalatus",-999,92.32,85.06,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,1,-999,-999,-999,37.54,-999,1650,-999,-999,-999,2,-999,-999,-999,-999,"267;1010;1658;2017;2151;2655",-999,-999,3.61,-999,38709.46,6.07,2.86,4.46,117.29,98.08,107.69,1,24.72,2,0.22,272.7,226.68,1740.92,1800.69
"4003","Rodentia","Sciuridae","Rubrisciurus","rubriventer","Rubrisciurus rubriventer",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,134381.82,1.75,-4.89,-1.56,125.24,119.03,122.14,17,58.5,17,0.09,229.38,212.97,1813.54,1879.6
"4004","Artiodactyla","Cervidae","Rucervus","duvaucelii","Rucervus duvaucelii",2,171223.86,-999,1500,-999,1095,-999,-999,2,-999,245,2,14.11,20,-999,1,-999,-999,-999,-999,11.24,401,827.69,64.25,-999,1,1,-999,-999,-999,"511;653;730;899;1297;2525;2553;2655;3010",-999,-999,-999,-999,255737.11,29.44,22.08,25.76,93.68,77.22,85.45,13,428.69,103,0.11,101.07,245.48,790.72,1335.79
"4005","Artiodactyla","Cervidae","Rucervus","eldii","Rucervus eldii",-999,95471.61,-999,1650,-999,958.12,-999,-999,3,-999,240.19,1,-999,-999,382.7,1.01,-999,232.8,4674.98,-999,-999,-999,531.64,-999,-999,1,1,220.26,-999,-999,"543;899;1297;2525;2655;2986;3010",-999,1.07,-999,-999,119941.73,25.34,12.38,18.86,109.95,93.14,101.55,4,64.11,5,0.1,157.98,243.09,1139.95,1618.09
"4006","Artiodactyla","Cervidae","Rucervus","schomburgki","Rucervus schomburgki",-999,107626.42,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"3010",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"4007","Artiodactyla","Bovidae","Rupicapra","pyrenaica","Rupicapra pyrenaica",-999,29999.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1525;2655",-999,-999,-999,-999,13561.93,43.21,41.6,42.41,14.22,-6.73,3.74,7,37.31,7,0.00588205697443069,69.46,85.04,600.94,810.58
"4008","Artiodactyla","Bovidae","Rupicapra","rupicapra","Rupicapra rupicapra",-999,33266.35,-999,-999,-999,1368.75,-999,-999,2,-999,178.32,1,2.65,2.49,365,1,-999,264,2250,-999,-999,-999,642.64,1,4,1,1,76.04,-999,-999,"511;543;899;1015;1297;1454;1525;1573;1848;2243;2338;2555;2620;2655;2986",-999,1.1,-999,-999,742756.93,51.33,35.66,43.5,47.08,5.29,26.19,11,105.31,28,0.02,60.73,70.03,530.64,695.91
"4009","Artiodactyla","Cervidae","Rusa","alfredi","Rusa alfredi",-999,46475.04,-999,-999,-999,-999,-999,-999,-999,-999,243.33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"899;3010",-999,-999,-999,-999,24504.78,11.94,9.03,10.48,123.56,121.84,122.7,118,291.84,130,0.07,160.44,253.32,1479.27,1759.33
"4010","Artiodactyla","Cervidae","Rusa","marianna","Rusa marianna",-999,49457.61,-999,1255,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2152;2655",-999,-999,-999,-999,220497.9,18.65,5.55,12.1,126.6,116.93,121.76,19,222.54,32,0.1,206.29,239.59,1469.48,1725.15
"4011","Artiodactyla","Cervidae","Rusa","timorensis","Rusa timorensis",1,66375.5,-999,1634.99,-999,-999,-999,-999,2,-999,250.29,-999,-999,-999,366,1,-999,-999,-999,-999,-999,-999,666.44,-999,-999,-999,1,227.47,-999,-999,"1297;2152;2525;2655;2986;3010",-999,1.09,-999,-999,132249.02,-5.87,-8.84,-7.36,115.71,105.2,110.46,270,804.2,305,0.04,196.77,244.6,1370.42,1640.76
"4012","Rodentia","Cricetidae","Rhipidomys","ochrogaster","Rhipidomys ochrogaster",1,89,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2151;2655",-999,-999,-999,-999,1231828.6,-15.81,-28.67,-22.24,-39.64,-55.87,-47.75,1,81.77,5,0.06,124.71,201.53,1190.58,1352.93
"4013","Rodentia","Cricetidae","Rhipidomys","venezuelae","Rhipidomys venezuelae",1,89.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2151;2655",-999,-999,-999,-999,218910.02,12.46,5.94,9.2,-65.1,-73.53,-69.31,4,91.85,7,0.12,89.6,236.99,1320.63,1738.34
"4014","Rodentia","Cricetidae","Rhipidomys","venustus","Rhipidomys venustus",1,89,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2151;2655",-999,-999,-999,-999,26254.03,10.6,7.33,8.97,-66.18,-72.32,-69.25,8,222.19,17,0.11,112.55,224.24,1330.45,1658.59
"4015","Chiroptera","Vespertilionidae","Rhogeessa","aeneus","Rhogeessa aeneus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,124919.96,21.62,17.71,19.66,-86.73,-91.51,-89.12,0,24.49,4,0.24,92,254.51,1226.77,1562.42
"4016","Chiroptera","Vespertilionidae","Rhogeessa","alleni","Rhogeessa alleni",-999,-999,32.49,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1658;2151",5.37,-999,-999,-999,263308.67,22.03,16.09,19.06,-95.68,-104.99,-100.33,6,140.26,12,0.08,85.02,182.26,874.1,1433.27
"4017","Chiroptera","Vespertilionidae","Rhogeessa","genowaysi","Rhogeessa genowaysi",-999,-999,29,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1658;2151",3.88,-999,-999,-999,9923.22,16.07,14.68,15.38,-92.28,-93.5,-92.89,22,62.77,22,0.06,189.46,238.28,1342.78,1868.32
"4018","Chiroptera","Vespertilionidae","Rhogeessa","gracilis","Rhogeessa gracilis",-999,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1658;2151",5.14,-999,-999,-999,270246.59,22.98,15.64,19.31,-93.32,-105.67,-99.5,4,44.03,7,0.06,97.53,203.41,897.23,1572.89
"4019","Chiroptera","Vespertilionidae","Rhogeessa","hussoni","Rhogeessa hussoni",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,189232.4,3.54,-1.26,1.13,-50.93,-55.08,-53.01,0,1.67,0,0.08,201.61,245.95,1417.89,1699.04
"4020","Soricomorpha","Soricidae","Ruwenzorisorex","suncoides","Ruwenzorisorex suncoides",-999,18.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,8823.5,0.56,-2.73,-1.08,30.05,28.92,29.48,56,146.35,56,0.1,117.31,186.92,1358.18,1567.85
"4021","Chiroptera","Emballonuridae","Saccolaimus","flaviventris","Saccolaimus flaviventris",1,45.25,75,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"607;889;1658;2143;2151;2622;2655",-999,-999,-999,-999,5655577.55,-9.3,-39.13,-24.22,153.63,113.38,133.5,0,3.97,0,0.04,42.9,218.98,504.52,1409.8
"4022","Chiroptera","Emballonuridae","Saccolaimus","mixtus","Saccolaimus mixtus",1,-999,64.5,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"889;1658;2151",38.29,-999,-999,-999,43137.49,-8.53,-14.34,-11.44,147.55,141.31,144.43,0,4.33,0,0.16,137.09,252.81,1123.78,1709.61
"4023","Chiroptera","Emballonuridae","Saccolaimus","peli","Saccolaimus peli",1,53.35,89.49,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"889;1297;1658;2151;2622;2655;3023",-999,-999,-999,-999,3800009.52,10.11,-10.13,-0.00892856,36.33,-14.06,11.13,0,45,1,0.12,146.96,240.77,1326.71,1553.74
"4024","Chiroptera","Emballonuridae","Saccolaimus","saccolaimus","Saccolaimus saccolaimus",1,43,71.24,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,3,-999,-999,-999,"196;889;1297;1439;1658;2143;2151;2622;2655;2719",-999,-999,-999,-999,4032279.02,27.54,-20.96,3.28,160.83,72.5,116.66,0,274.41,0,0.09,145.81,250.79,1054.73,1561.93
"4025","Chiroptera","Emballonuridae","Saccopteryx","antioquensis","Saccopteryx antioquensis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,12746.59,6.95,4.14,5.54,-74.76,-75.4,-75.08,19,68.66,19,0.07,152.83,201.53,1474.2,1491.95
"4026","Chiroptera","Emballonuridae","Saccopteryx","bilineata","Saccopteryx bilineata",1,8.08,45.99,-999,-999,365,14.97,8.05,1,-999,-999,1,-999,-999,-999,0.99,1,-999,3.49,-999,-999,-999,-999,-999,-999,2,3,59.99,5.66,-999,"196;425;426;429;889;890;1079;1297;1388;1645;1658;1676;1822;1948;2143;2151;2295;2622;2655;2719;2751;2752;3023;3043",-999,-999,-999,-999,12018838.16,23.55,-22.53,0.5,-34.79,-105.7,-70.24,0,26.37,0,0.11,153.44,241.8,1296.3,1557.92
"4027","Chiroptera","Emballonuridae","Saccopteryx","canescens","Saccopteryx canescens",1,3.41,38,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,1,-999,-999,-999,-999,-999,12,-999,-999,-999,2,3,-999,-999,-999,"196;889;890;1297;1645;1658;2151;2622;2655;2719",-999,-999,-999,-999,5307719.51,12.46,-12.31,0.07,-44.46,-76.56,-60.51,0,11.45,0,0.11,175.88,252.22,1465.58,1622.76
"4028","Chiroptera","Emballonuridae","Saccopteryx","gymnura","Saccopteryx gymnura",1,-999,34,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,3,-999,-999,-999,"889;890;1658;2151",6.11,-999,-999,-999,170607,-0.31,-3.69,-2,-50.98,-56.87,-53.93,1,2.95,1,0.14,162.68,255.02,1372.34,1629.81
"4029","Chiroptera","Emballonuridae","Saccopteryx","leptura","Saccopteryx leptura",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,10599499.36,16.5,-20.1,-1.79,-34.79,-93.84,-64.31,0,20.97,0,0.12,160.77,245.27,1328.5,1572.3
"4030","Rodentia","Nesomyidae","Saccostomus","campestris","Saccostomus campestris",-999,50.33,-999,117.31,21,96,51.49,61.3,3,-999,20.84,-999,-999,-999,51.8,6.75,-999,33.6,2.59,-999,22.06,-999,50.56,-999,-999,-999,2,28.97,-999,-999,"543;730;897;1244;1297;1584;1798;1822;2390;2655",-999,2.95,-999,-999,4378642.71,-4.52,-34.83,-19.68,35.92,12.74,24.33,0,17.11,0,0.14,61.49,206.56,689.09,1396.84
"4031","Rodentia","Nesomyidae","Saccostomus","mearnsi","Saccostomus mearnsi",-999,64.91,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,0.001303656,0.001199428,-999,5.75,-999,-999,-999,-999,3611.61,-999,-999,-999,-999,-999,2,-999,-999,-999,"1297;1586;2655",-999,-999,-999,-999,497929.52,7.01,-4.51,1.24,42.79,34.16,38.48,1,46.97,1,0.1,55.95,238.94,851.3,1552.88
