"","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"696","Didelphimorphia","Didelphidae","Chironectes","minimus","Chironectes minimus",1,974.33,-999,297.5,41.5,-999,548.68,946,4,-999,-999,3,-999,-999,365,3.24,-999,36,-999,-999,-999,-999,344.87,1,4,1,2,108.36,70,-999,"543;889;890;905;955;1297;1412;1822;1887;2151;2655",-999,1.1,-999,-999,3719496.58,18.97,-32.23,-6.63,-41.14,-100.29,-70.72,0,42.52,0,0.11,161.92,230.68,1357.31,1522.37
"697","Rodentia","Muridae","Chiropodomys","calamianensis","Chiropodomys calamianensis",-999,28.9,-999,93.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2152",-999,-999,-999,-999,12831.87,12.33,7.8,10.06,120.34,116.93,118.63,22,43.33,25,0.21,224,249.78,-999,-999
"698","Rodentia","Muridae","Chiropodomys","gliroides","Chiropodomys gliroides",-999,23.68,-999,-999,-999,-999,-999,-999,-999,-999,20.13,-999,-999,-999,-999,1.65,-999,-999,2.79,-999,-999,-999,-999,-999,-999,-999,-999,16.87,-999,-999,"456;1268;1297;1969;2506;2655",-999,-999,-999,-999,847918.53,28.45,-8.84,9.8,115.71,90.12,102.92,1,233.32,4,0.09,177.02,210.3,1248.42,1511.33
"699","Rodentia","Muridae","Chiropodomys","karlkoopmani","Chiropodomys karlkoopmani",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,4520.24,-0.91,-2.85,-1.88,100.22,98.58,99.4,43,48.71,43,0.1,340,259,-999,-999
"700","Rodentia","Muridae","Chiropodomys","major","Chiropodomys major",-999,28.9,-999,93.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2152",-999,-999,-999,-999,55075.67,6.16,0.77,3.46,116.5,110.33,113.42,1,19.07,2,0.19,288.32,235.26,1698.05,1723.78
"701","Rodentia","Muridae","Chiropodomys","muroides","Chiropodomys muroides",-999,28.9,-999,93.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2152",-999,-999,-999,-999,1113.96,6.13,1.66,3.9,116.45,116.01,116.23,5,87.18,5,0.27,241.06,221.6,1771.43,1856.66
"702","Rodentia","Muridae","Chiropodomys","pusillus","Chiropodomys pusillus",-999,28.9,-999,93.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2152",-999,-999,-999,-999,59722.74,6.49,-2.87,1.81,117.49,110.6,114.05,1,13.7,2,0.2,266.76,238.51,1738.96,1770.08
"703","Primates","Pitheciidae","Chiropotes","albinasus","Chiropotes albinasus",3,2793.21,-999,440,-999,-999,-999,-999,3,-999,157.67,1,1.98,3,-999,1.01,-999,204,-999,-999,6.57,-999,-999,22.5,-999,2,1,-999,-999,-999,"543;730;890;1297;1544;1547;1848;2151;2344;2464;2655;2660;2911;2986",-999,-999,-999,-999,660974.43,-1.78,-15.04,-8.41,-52.12,-61.81,-56.96,0,1.95,0,0.15,175.97,249.2,1323.7,1547.94
"704","Primates","Pitheciidae","Chiropotes","chiropotes","Chiropotes chiropotes",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"705","Primates","Pitheciidae","Chiropotes","israelita","Chiropotes israelita",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"706","Primates","Pitheciidae","Chiropotes","satanas","Chiropotes satanas",3,2967.27,-999,416.26,-999,-999,-999,-999,3,-999,157.67,1,1.48,2.25,-999,1,-999,216,-999,-999,15.6,-999,-999,14.4,-999,2,1,-999,-999,-999,"208;543;730;890;1297;1544;1547;1848;2151;2344;2464;2511;2655;2660;2911;2986",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"707","Primates","Pitheciidae","Chiropotes","utahickae","Chiropotes utahickae",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"708","Rodentia","Muridae","Chiruromys","forbesi","Chiruromys forbesi",-999,105.15,-999,144.23,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,2.68,-999,-999,-999,-999,-999,-999,-999,4.5,6,2,-999,-999,-999,-999,"977;1297;2152;2655",-999,-999,-999,-999,49211.92,-6.64,-10.37,-8.51,151.29,146.67,148.98,5,11.27,5,0.11,197.79,214.28,1740.32,1819.32
"709","Rodentia","Muridae","Chiruromys","lamia","Chiruromys lamia",-999,47.2,-999,112.63,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,2.15,-999,-999,-999,-999,-999,-999,-999,4.5,6,2,-999,-999,-999,-999,"661;977;2152;2655",-999,-999,-999,-999,33089.66,-7.81,-10.22,-9.01,149.66,147.06,148.36,5,11.41,5,0.09,180.67,216.36,-999,-999
"710","Rodentia","Muridae","Chiruromys","vates","Chiruromys vates",-999,45.46,-999,109.79,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,1.07,-999,-999,-999,-999,-999,-999,-999,-999,6,2,-999,-999,-999,-999,"456;977;1297;2152;2655",-999,-999,-999,-999,51126.1,-6.21,-8.82,-7.51,147.17,141.18,144.17,1,9.68,1,0.05,334.35,202.37,1662.66,1668.69
"711","Cingulata","Dasypodidae","Chlamyphorus","truncatus","Chlamyphorus truncatus",2,83.53,-999,134.99,-999,-999,-999,-999,6,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,2,-999,-999,-999,"890;899;1996;2151;2655",-999,-999,-999,-999,404571.07,-29.17,-39.75,-34.46,-61.55,-70.11,-65.83,0,6.37,0,0.07,33.98,136.29,440.7,894.51
"712","Primates","Cercopithecidae","Chlorocebus","aethiops","Chlorocebus aethiops",-999,3695.99,-999,560,-999,1733.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,379.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,217.76,-999,-999,"543;1547;1848;2655;2986",-999,-999,-999,-999,994897.54,19.5,5.71,12.6,43.42,31.64,37.53,2,54.72,3,0.13,70.92,216.52,804.7,1517.54
"713","Primates","Cercopithecidae","Chlorocebus","cynosuros","Chlorocebus cynosuros",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,2692165.36,-1.38,-19.05,-10.22,29.12,10.02,19.57,1,16.13,1,0.18,101.93,222.88,985.51,1463.11
"714","Primates","Cercopithecidae","Chlorocebus","djamdjamensis","Chlorocebus djamdjamensis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,9779.34,7.91,5.5,6.7,40.19,38.28,39.24,8,89.9,8,0.14,65.37,80.05,1008.02,1353.51
"715","Primates","Cercopithecidae","Chlorocebus","pygerythrus","Chlorocebus pygerythrus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,5187827.21,8.45,-34.83,-13.19,46.17,15.74,30.95,0,37.27,1,0.14,65.48,218.36,804.67,1478.27
"716","Primates","Cercopithecidae","Chlorocebus","sabaeus","Chlorocebus sabaeus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,1390955.98,16.7,6.19,11.44,-0.11,-17.53,-8.82,1,56.9,5,0.12,108.99,269.94,868.74,1558.34
"717","Primates","Cercopithecidae","Chlorocebus","tantalus","Chlorocebus tantalus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,4097933.56,17.07,-2.71,7.17,36.98,-3.3,16.84,0,43.25,1,0.11,95.1,254.48,978.09,1632.44
"718","Afrosoricida","Chrysochloridae","Chlorotalpa","duthieae","Chlorotalpa duthieae",-999,-999,-999,100.34,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,1,-999,1,-999,-999,3,-999,-999,-999,"285;1848;2131;2629",31.34,-999,-999,-999,20651.08,-33.08,-34.21,-33.65,25.7,22.83,24.27,1,75.12,1,0.12,53.64,146.18,639.91,1014.8
"719","Diprotodontia","Burramyidae","Burramys","parvus","Burramys parvus",1,44.27,-999,114.5,46,365,36.76,44.3,5,-999,14.74,2,-999,-999,365,3.6,1,144,-999,-999,6124.99,-999,376.36,1,4,2,2,59.82,16,-999,"511;543;899;955;1066;1297;1466;1583;1760;1822;1848;2644;2655;2880;2969",-999,-999,-999,-999,22142.85,-35.15,-37.43,-36.29,149.06,146.89,147.97,1,9.9,1,0.02,64.13,98.74,669.94,922.35
"720","Cingulata","Dasypodidae","Cabassous","centralis","Cabassous centralis",1,3669.69,-999,415.89,-999,-999,811.53,3810,1,-999,-999,2,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,1,-999,1,3,-999,-999,-999,"708;889;890;905;1297;1822;1946;1947;1995;2151;2655",-999,-999,-999,-999,669685.02,16.88,4.6,10.74,-69.4,-91.47,-80.43,2,55.18,4,0.14,167.79,241.52,1374.48,1690.31
"721","Cingulata","Dasypodidae","Cabassous","chacoensis","Cabassous chacoensis",-999,1490.01,-999,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,-999,-999,-999,"889;890;2655",-999,-999,-999,-999,1693763.25,-11.42,-28.93,-20.18,-52.8,-64.88,-58.84,0,7.25,0,0.12,101.84,228.4,1102.12,1325.62
"722","Cingulata","Dasypodidae","Cabassous","tatouay","Cabassous tatouay",-999,5349.95,-999,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,-999,-999,-999,"889;890;2655",-999,-999,-999,-999,4148382.28,-5.16,-34.98,-20.07,-38.3,-58.85,-48.57,0,41.25,1,0.09,123.8,219.62,1142.35,1395.23
"723","Cingulata","Dasypodidae","Cabassous","unicinctus","Cabassous unicinctus",1,3987.97,-999,453.64,-999,-999,-999,-999,1,-999,-999,2,-999,-999,-999,1,-999,-999,100,-999,0.62,-999,-999,1,-999,1,3,-999,-999,-999,"730;889;890;905;1995;2151;2431;2655",-999,-999,-999,-999,9346240.23,11.4,-23.37,-5.98,-34.79,-78.09,-56.44,0,12.88,0,0.12,161.32,246.91,1330.57,1560.63
"724","Primates","Pitheciidae","Cacajao","calvus","Cacajao calvus",3,3421.04,-999,540.55,-999,1306.7,-999,-999,4,-999,180,1,-999,-999,775.62,1.01,-999,324,-999,-999,15.1,-999,1262.74,23.7,-999,2,2,339.29,-999,-999,"208;543;890;996;1015;1297;1544;1547;1848;2151;2251;2344;2655;2660;2986",-999,0.75,-999,-999,103819.04,-1.84,-9.62,-5.73,-65.4,-74.59,-69.99,0,2.02,0,0.08,211.86,255.26,1515.98,1535.61
"725","Primates","Pitheciidae","Cacajao","melanocephalus","Cacajao melanocephalus",3,3121.58,-999,400,-999,-999,-999,-999,3,-999,-999,1,-999,-999,-999,-999,-999,216,-999,-999,-999,-999,-999,30,-999,2,2,-999,-999,-999,"543;890;996;1544;1547;1848;2151;2344;2655",-999,-999,-999,-999,465904.63,4.03,-2.95,0.53,-61.26,-72.43,-66.84,0,0.14,0,-0.02,231.02,250.53,1580.97,1597.06
"726","Paucituberculata","Caenolestidae","Caenolestes","caniventer","Caenolestes caniventer",2,40,-999,121.79,-999,-999,-999,-999,3,-999,-999,1,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,-999,-999,-999,"40;890;1297;1760;2151;2655",-999,-999,-999,-999,10517.56,-3.81,-5.27,-4.54,-78.28,-79.06,-78.67,2,18.63,2,0.1,72.73,202.45,934.93,1407.64
"727","Paucituberculata","Caenolestidae","Caenolestes","condorensis","Caenolestes condorensis",2,47.81,-999,127.76,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,-999,-999,-999,"40;890;1760",-999,-999,-999,-999,1456.75,-3.25,-4,-3.63,-78.27,-78.73,-78.5,4,9.2,4,0.19,142.61,214.99,1257.83,1413.58
"728","Paucituberculata","Caenolestidae","Caenolestes","convelatus","Caenolestes convelatus",2,31.56,-999,106.14,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,-999,-999,-999,"890;1612;1760;2655",-999,-999,-999,-999,12725.49,2.04,-0.82,0.61,-77.33,-78.99,-78.16,11,80.31,11,0.13,142.14,169.06,1452.29,1565.59
"729","Paucituberculata","Caenolestidae","Caenolestes","fuliginosus","Caenolestes fuliginosus",2,28.64,-999,113.02,-999,-999,-999,-999,4,-999,-999,1,-999,-999,-999,3.62,-999,-999,-999,-999,-999,-999,-999,-999,4,1,2,-999,-999,-999,"192;193;889;890;955;1297;1612;1760;2655",-999,-999,-999,-999,127434.1,9.04,1.17,5.1,-70.78,-76.84,-73.81,5,75.48,7,0.09,103.05,188.16,1415.54,1530.66
"730","Afrosoricida","Chrysochloridae","Calcochloris","leucorhinus","Calcochloris leucorhinus",-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,1,-999,-999,3,-999,-999,-999,"1848;2131",-999,-999,-999,-999,290660.2,5.62,-10.03,-2.2,23.59,11.23,17.41,1,14.44,3,0.09,129.9,236.41,1226.73,1474.26
"731","Afrosoricida","Chrysochloridae","Calcochloris","obtusirostris","Calcochloris obtusirostris",-999,24.05,-999,100.84,-999,-999,-999,-999,1,-999,-999,1,-999,-999,-999,2,-999,-999,-999,-999,-999,1,-999,1,-999,1,3,-999,-999,-999,"285;1339;1848;2131;2629;2655",-999,-999,-999,-999,209272.42,-19.49,-27.73,-23.61,35.6,31.26,33.43,1,35.93,2,0.22,67.42,231.62,861.55,1426.16
"732","Afrosoricida","Chrysochloridae","Calcochloris","tytonis","Calcochloris tytonis",-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,3,-999,-999,-999,"1848;2131",-999,-999,-999,-999,47.65,2.8,2.73,2.77,45.55,45.48,45.52,37,42,37,0.03,35.5,268,509,2003
"733","Primates","Pitheciidae","Callicebus","baptista","Callicebus baptista",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,10656.1,-2.37,-3.95,-3.16,-56.41,-58.99,-57.7,1,4.41,1,0.13,141.91,262.58,1442.74,1647.66
"734","Primates","Pitheciidae","Callicebus","barbarabrownae","Callicebus barbarabrownae",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,167232.08,-8.57,-13.02,-10.8,-37.52,-42.53,-40.02,3,77.14,4,0.07,73.82,240.67,977.93,1334.62
"735","Primates","Pitheciidae","Callicebus","bernhardi","Callicebus bernhardi",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"736","Primates","Pitheciidae","Callicebus","brunneus","Callicebus brunneus",3,850.84,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0.04,0.06,-999,1.02,-999,-999,-999,-999,-999,-999,-999,2.5,-999,2,-999,-999,-999,-999,"1544;1547;1605;1633;2145;2151;2344;2655;2986",-999,-999,-999,-999,137589.11,-7.82,-12.33,-10.07,-61.45,-65.09,-63.27,0,5.95,1,0.44,173.37,244.48,1299.02,1578.08
"737","Primates","Pitheciidae","Callicebus","caligatus","Callicebus caligatus",3,992.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,1.02,-999,-999,-999,-999,-999,-999,-999,1,-999,2,-999,-999,-999,-999,"1605;1633;2151;2655",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"738","Primates","Pitheciidae","Callicebus","cinerascens","Callicebus cinerascens",3,992.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,1.02,-999,-999,-999,-999,-999,-999,-999,1,-999,2,-999,-999,-999,-999,"1605;1633;2151;2655",-999,-999,-999,-999,113467.5,-4.32,-12.46,-8.39,-58.37,-60.42,-59.39,0,0.52,0,0.34,180.52,248.44,1301.24,1525.97
"739","Primates","Pitheciidae","Callicebus","coimbrai","Callicebus coimbrai",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,12847.57,-10.01,-11.61,-10.81,-36.3,-38.02,-37.16,17,70.34,17,0.09,112.76,247.33,1008.18,1867.47
"740","Artiodactyla","Bovidae","Capra","nubiana","Capra nubiana",-999,47763.72,-999,-999,-999,-999,-999,-999,-999,-999,150,-999,-999,-999,-999,1,-999,204,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"543;1525;2555;2655",-999,-999,-999,-999,177986.79,32.88,14.18,23.53,57.13,31.5,44.31,0,13.75,1,0.18,7.67,208.54,137.73,1393.38
"741","Artiodactyla","Bovidae","Capra","pyrenaica","Capra pyrenaica",-999,60898.77,-999,1200,-999,-999,-999,-999,2,-999,150,-999,0.64,0.51,-999,1.5,-999,192,-999,-999,-999,-999,-999,-999,3,-999,1,-999,-999,-999,"543;899;913;1525;1573;1848;2555;2655",-999,-999,-999,-999,110472.5,42.03,36.01,39.02,2.38,-6.64,-2.13,3,72.31,7,0.01,42.64,131.93,478.71,1032.54
"742","Artiodactyla","Bovidae","Capra","sibirica","Capra sibirica",-999,130000,-999,-999,-999,-999,-999,-999,-999,-999,175,-999,-999,-999,-999,-999,-999,267,3640,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"543;1068;1525;2655",-999,-999,-999,-999,2802214.24,55.63,31.43,43.53,106.03,61.59,83.81,0,23.15,1,0.09,20.81,-12.88,271.47,677.11
"743","Artiodactyla","Bovidae","Capra","walie","Capra walie",-999,100144.02,-999,-999,-999,-999,-999,-999,-999,-999,157.5,1,-999,-999,-999,1,-999,-999,-999,-999,4.07,-999,-999,-999,-999,1,-999,-999,-999,-999,"511;730;899;2555;2655",-999,-999,-999,-999,4294.5,13.63,13.07,13.35,38.75,37.94,38.34,30,63.17,30,0.16,81.2,206.38,764.2,1590.35
"744","Artiodactyla","Cervidae","Capreolus","capreolus","Capreolus capreolus",2,22502.01,-999,-999,-999,730,78470,190000,-999,-999,196,1,0.52,0.49,365,1.79,-999,204,1208.55,-999,7.61,-999,400.97,-999,-999,1,-999,79.75,-999,-999,"543;653;730;733;1297;1573;1577;1822;2286;2338;2525;2579;2620;2655;2986;3009;3010",-999,1.1,-999,-999,6777177.58,67.62,34.89,51.25,54.05,-8.46,22.79,0,101.77,4,0.01,55.04,73.59,450.28,610.1
"745","Artiodactyla","Cervidae","Capreolus","pygargus","Capreolus pygargus",2,41371.03,-999,1320,-999,-999,-999,-999,-999,-999,290,1,0.99,1.06,-999,2,-999,-999,1923.53,-999,80,-999,908.84,-999,-999,1,-999,136.1,-999,-999,"733;3010",-999,-999,-999,-999,9816965.75,62.64,31.25,46.94,139.56,41.85,90.7,0,26.62,0,0.01,32.33,-14.85,367.7,511.78
"746","Artiodactyla","Bovidae","Capricornis","crispus","Capricornis crispus",-999,43030.64,-999,-999,-999,-999,-999,-999,-999,1603.59,213,-999,0.11,0.11,547.5,1,1,222.96,3499.99,-999,1.98,-999,988.23,-999,4,-999,-999,59.27,-999,-999,"543;812;1069;1297;1454;1525;1614;1848;1862;2555;2986",-999,-999,-999,-999,113318.46,41.54,31.96,36.75,142.07,130.84,136.45,74,346.2,93,0.01,144.41,93.81,783.9,836.41
"747","Artiodactyla","Bovidae","Capricornis","milneedwardsii","Capricornis milneedwardsii",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,2334828.77,35.55,7.68,21.61,122.13,93.18,107.66,1,159.63,4,0.07,131.68,145.73,983.38,1183.97
"748","Artiodactyla","Bovidae","Capricornis","rubidus","Capricornis rubidus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,21552.31,27.94,25.43,26.69,98.56,97.49,98.02,1,10.82,1,0.05,181.29,115.03,1176.56,1266.67
"749","Artiodactyla","Bovidae","Capricornis","sumatraensis","Capricornis sumatraensis",-999,110942.22,-999,1449.99,-999,-999,-999,-999,2,-999,231.37,-999,-999,-999,-999,1.22,-999,252,4100,-999,-999,-999,-999,-999,4,-999,1,166.34,-999,-999,"543;899;1297;1848;1964;2555;2655",-999,-999,-999,-999,237174.87,8.99,-5.94,1.52,104.72,95.18,99.95,3,95.83,17,0.11,227.32,246.68,1679.87,1776.28
"750","Artiodactyla","Bovidae","Capricornis","swinhoei","Capricornis swinhoei",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,11915.86,25.01,22.13,23.57,121.72,120.56,121.14,70,595.77,70,0.03,165.28,148.86,-999,-999
"751","Artiodactyla","Bovidae","Capricornis","thar","Capricornis thar",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,272208.21,34.6,21.26,27.93,96.07,74.1,85.09,1,157.56,4,0.09,151.07,104.44,944.55,1191.9
"752","Lagomorpha","Leporidae","Caprolagus","hispidus","Caprolagus hispidus",1,2496.99,-999,460.23,-999,-999,-999,-999,3,-999,40,2,0.004121254,0.00441631,-999,3.46,2.81,-999,-999,-999,-999,-999,-999,2,-999,1,1,-999,-999,-999,"95;511;899;1106;1297;2655",-999,-999,-999,-999,44515.42,29.25,26.07,27.66,92.77,80,86.39,94,341.45,117,0.11,128.92,236.21,939.6,1234.6
"753","Rodentia","Capromyidae","Capromys","gundlachianus","Capromys gundlachianus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"754","Rodentia","Capromyidae","Capromys","pilorides","Capromys pilorides",-999,5200,-999,-999,-999,-999,604.9,2630,3,-999,125,1,-999,-999,-999,2,-999,136,199.49,-999,-999,-999,314.64,-999,4,2,2,41.99,-999,-999,"543;1297;1627;1822;2151;2655",-999,-999,-999,-999,109410.88,23.19,19.82,21.51,-74.13,-84.95,-79.54,2,104.74,16,0.02,103.29,252.28,1271,1782.03
"755","Carnivora","Felidae","Caracal","caracal","Caracal caracal",1,11964.38,-999,739.28,9.97,456.25,-999,-999,1,365,71.47,1,293.94,275.76,365,2.3,-999,204,195.86,-999,-999,-999,437.27,-999,-999,1,3,120.41,-999,-999,"543;679;1113;1297;1573;2655",-999,1.1,-999,-999,26609096.78,45.85,-34.83,5.5,81.04,-17.53,31.75,0,39.44,0,0.12,40.03,221.57,455.81,1387.61
"756","Rodentia","Dipodidae","Cardiocranius","paradoxus","Cardiocranius paradoxus",1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,1,-999,-999,-999,-999,"2151",-999,-999,-999,-999,1329093.59,51.32,38.8,45.06,119.2,75.14,97.17,0,6.81,0,0.04,16.47,14.96,206.59,577.3
