"","X","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"4953",4953,"Rodentia","Dipodidae","Allactodipus","bobrinskii","Allactodipus bobrinskii",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297",-999,-999,-999,-999,399243.97,44.32,38.62,41.47,67.61,52.41,60.01,0,19.29,0,0.06,10.42,123.82,189.53,753.64
"4956",4956,"Rodentia","Cricetidae","Allocricetulus","curtatus","Allocricetulus curtatus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297",-999,-999,-999,-999,974905.89,53.75,41.29,47.52,118.58,95.98,107.28,0,4.83,0,0.05,21.51,-12.67,273.12,530.06
"4957",4957,"Rodentia","Cricetidae","Allocricetulus","eversmanni","Allocricetulus eversmanni",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.99,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297",-999,-999,-999,-999,1887396.06,63.18,49.44,56.31,91.15,55.61,73.38,0,12.48,0,0.00442234379191061,33.52,-13.46,358.86,402.46
"4968",4968,"Rodentia","Cricetidae","Alticola","albicaudus","Alticola albicaudus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,33357.58,36.23,33.7,34.96,78.3,74.93,76.62,3,17.01,13,0.11,8.19,-49.57,251.98,909.46
"4969",4969,"Rodentia","Cricetidae","Alticola","argentatus","Alticola argentatus",-999,37.69,-999,107.18,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,4.57,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,"2104;2655",-999,-999,-999,-999,1225347.54,47.2,32.38,39.79,100.09,66.63,83.36,0,32.57,0,0.1,17.88,8.19,220.11,793.12
"4970",4970,"Rodentia","Cricetidae","Alticola","barakshin","Alticola barakshin",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,498938.65,52.15,44.81,48.48,99.03,87.02,93.02,1,2.01,1,0.06,19.89,-71.53,259.74,514.28
"4971",4971,"Rodentia","Cricetidae","Alticola","lemminus","Alticola lemminus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,3673441.79,73.8,51.22,62.51,179.99,-179.99,-1.68e-05,0,0.3,0,-0.29,23.16,-130.39,212.15,247.52
"4972",4972,"Rodentia","Cricetidae","Alticola","macrotis","Alticola macrotis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,770987.12,56.65,48.15,52.4,116.45,83.53,99.99,0,4.06,0,0.03,25.71,-64.88,338.02,451.82
"4973",4973,"Rodentia","Cricetidae","Alticola","montosa","Alticola montosa",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,70730.17,35.28,31.73,33.5,78.76,75.28,77.02,2,34.49,6,0.09,33.52,-16.48,558.61,991.07
"4974",4974,"Rodentia","Cricetidae","Alticola","olchonensis","Alticola olchonensis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"4975",4975,"Rodentia","Cricetidae","Alticola","roylei","Alticola roylei",-999,37,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.44,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;2655",-999,-999,-999,-999,22396.36,32.35,30.18,31.26,80.09,77.51,78.8,2,52.68,2,0.05,102.8,52.7,854.48,1149.76
"4976",4976,"Rodentia","Cricetidae","Alticola","semicanus","Alticola semicanus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,741138.76,52.26,43.08,47.67,117.22,92.63,104.93,0,2.27,1,0.08,20.98,-42.69,311.73,473.05
"4977",4977,"Rodentia","Cricetidae","Alticola","stoliczkanus","Alticola stoliczkanus",1,30.14,-999,108.4,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,7.77,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"1297;1960;2655",-999,-999,-999,-999,2546208.78,39.88,27.07,33.48,101.87,75.5,88.68,0,18,0,0.06,59.33,-37.98,425.06,840.12
"4978",4978,"Rodentia","Cricetidae","Alticola","strelzowi","Alticola strelzowi",-999,49.99,-999,116.65,12,-999,-999,-999,-999,-999,20.85,1,-999,-999,-999,6.9,2.25,-999,3,-999,-999,-999,-999,9.5,-999,1,-999,17,-999,-999,"1297;2103;2655",-999,-999,-999,-999,586631.11,51.3,45.99,48.65,92.1,69.46,80.78,0,5.55,1,0.02,24.81,1.17,285.78,543.58
"4979",4979,"Rodentia","Cricetidae","Alticola","tuvinicus","Alticola tuvinicus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,439592.76,55.42,48.62,52.02,103.1,89.62,96.36,0,2.95,0,0.03,25.62,-78.47,326.83,432.91
"4980",4980,"Rodentia","Heptaxodontidae","Amblyrhiza","inundata","Amblyrhiza inundata",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"4987",4987,"Rodentia","Muridae","Ammodillus","imbellis","Ammodillus imbellis",-999,49.99,-999,95.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"899;2655",-999,-999,-999,-999,226420.62,10.07,4.21,7.14,48.85,44.08,46.46,1,8.8,3,0.08,14.7,258.41,264.01,1739.54
"4989",4989,"Rodentia","Sciuridae","Ammospermophilus","harrisii","Ammospermophilus harrisii",3,126.57,-999,159.17,31.5,-999,-999,-999,4,-999,29.19,-999,-999,-999,-999,6.32,1,-999,3.59,-999,24.97,-999,198.57,-999,-999,-999,1,48.63,-999,-999,"305;730;1297;1977;2111;2655;2974",-999,-999,-999,-999,270261.06,36.14,28.33,32.24,-108.43,-114.73,-111.58,0,15.76,0,0.16,23.55,179.11,350.84,1173.24
"4990",4990,"Rodentia","Sciuridae","Ammospermophilus","insularis","Ammospermophilus insularis",-999,-999,-999,151,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"307",101.99,-999,-999,-999,82.65,24.53,24.39,24.46,-110.29,-110.39,-110.34,14,14,14,0.07,18,225,-999,-999
"4991",4991,"Rodentia","Sciuridae","Ammospermophilus","interpres","Ammospermophilus interpres",3,112.53,-999,151.34,-999,-999,-999,-999,4,-999,-999,2,-999,-999,-999,9.36,1.25,-999,-999,-999,-999,-999,-999,-999,10,1,2,-999,-999,-999,"304;1297;2655",-999,-999,-999,-999,313517.36,35.51,24.72,30.12,-100.81,-107.46,-104.13,0,12.23,0,0.08,24.76,177.02,422.94,1097.07
"4992",4992,"Rodentia","Sciuridae","Ammospermophilus","leucurus","Ammospermophilus leucurus",3,103.92,-999,151.14,35,-999,93.88,95.7,5,-999,29.38,2,0.04,0.05,-999,8,1.25,69.6,2.9,-999,14.49,-999,377.37,-999,-999,1,2,64.51,34.99,-999,"236;430;431;543;808;1215;1297;1577;1822;1849;1977;2655;2974",-999,-999,-999,-999,990897.69,44.14,22.86,33.5,-106.3,-120.49,-113.4,0,18,0,0.12,20.15,101.92,303.7,993.59
"4993",4993,"Rodentia","Sciuridae","Ammospermophilus","nelsoni","Ammospermophilus nelsoni",3,160.42,-999,168.38,-999,-999,-999,-999,5,-999,26,2,0.03,0.04,-999,8.9,1,66,4.87,-999,-999,-999,377.57,7,14,1,2,29.83,41,-999,"306;1015;1287;1288;1297;2655;2974",-999,-999,-999,-999,4125.09,36.75,34.79,35.77,-119.24,-120.84,-120.04,2,16.93,2,0.08,40.84,133.54,333.23,1209.25
"4996",4996,"Rodentia","Cricetidae","Amphinectomys","savamis","Amphinectomys savamis",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"4998",4998,"Rodentia","Cricetidae","Andalgalomys","olrogi","Andalgalomys olrogi",-999,32.9,-999,96.24,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"890;1877;2655",-999,-999,-999,-999,592.92,-27.48,-27.79,-27.64,-66.15,-66.39,-66.27,3,5,3,0.33,56.01,66.35,549.52,1253.09
"4999",4999,"Rodentia","Cricetidae","Andalgalomys","pearsoni","Andalgalomys pearsoni",-999,25.4,-999,101.64,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"890;1877;2655",-999,-999,-999,-999,62301.94,-18.07,-22.15,-20.11,-58.17,-62.34,-60.25,0,0.48,0,0.07,76.13,254.18,972.26,1227.26
"5000",5000,"Rodentia","Cricetidae","Andalgalomys","roigi","Andalgalomys roigi",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"5001",5001,"Rodentia","Cricetidae","Andinomys","edax","Andinomys edax",-999,69.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,2.91,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,"890;1297;2655",-999,-999,-999,-999,332581.78,-13.98,-31.2,-22.59,-63.8,-71.97,-67.88,0,17.12,1,0.09,60.47,79.82,674.09,1278.88
"5002",5002,"Rodentia","Muridae","Anisomys","imitator","Anisomys imitator",-999,510.5,-999,263.83,-999,-999,-999,-999,3,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,2,1,-999,-999,248.99,"456;661;977;2152;2655;2803",-999,-999,-999,330.58,243507.61,-3.13,-10.22,-6.67,149.65,135.25,142.45,1,9.95,2,0.12,265.82,207.43,1689.93,1713.59
"5003",5003,"Rodentia","Anomaluridae","Anomalurus","beecrofti","Anomalurus beecrofti",1,479.07,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"904;1297;2655",-999,-999,-999,-999,4958782.98,16.56,-6.77,4.89,29.31,-17.53,5.88,0,46.27,1,0.12,136.46,253.23,1203.66,1563.78
"5004",5004,"Rodentia","Anomaluridae","Anomalurus","derbianus","Anomalurus derbianus",1,665.84,-999,356.94,-999,-999,-999,-999,1,-999,-999,1,0.04,0.04,-999,1,2,-999,-999,-999,50.43,-999,-999,1,-999,2,1,-999,-999,-999,"904;1297;1535;2399;2655",-999,-999,-999,-999,7480085.38,9.11,-17.99,-4.44,39.51,-12.61,13.45,0,36.28,1,0.15,116.84,230.18,1113.67,1512.99
"5005",5005,"Rodentia","Anomaluridae","Anomalurus","pelii","Anomalurus pelii",-999,1769.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.5,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;2655",-999,-999,-999,-999,340631,8,4.35,6.17,0.47,-11.8,-5.66,3,75.54,8,0.08,167.82,256.25,1349.35,1589.64
"5006",5006,"Rodentia","Anomaluridae","Anomalurus","pusillus","Anomalurus pusillus",1,250,-999,196.56,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,6.22,-999,-999,-999,-999,2,-999,-999,-999,-999,"904;1535;2655",-999,-999,-999,-999,1979711.36,7.26,-6.21,0.52,30.28,-11.82,9.22,0,18.78,1,0.12,155.45,243.35,1413.96,1560.23
"5007",5007,"Rodentia","Muridae","Anonymomys","mindorensis","Anonymomys mindorensis",-999,-999,-999,122.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2152",56.21,-999,-999,-999,340.54,13.35,13.16,13.26,120.92,120.73,120.83,34,34,34,0.21,220,227,-999,-999
"5008",5008,"Rodentia","Cricetidae","Anotomys","leander","Anotomys leander",-999,66.39,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,0.97,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;2151;2655",-999,-999,-999,-999,29663.44,0.81,-3.67,-1.43,-77.5,-79.13,-78.32,4,56.29,4,0.09,166.83,141.85,1247.24,1394.17
"5044",5044,"Rodentia","Aplodontiidae","Aplodontia","rufa","Aplodontia rufa",-999,806.21,-999,306.95,-999,730,414.73,793,2,-999,30,1,0.001352133,0.001686246,-999,2.46,1,120,23.12,-999,778.39,-999,827.69,-999,-999,1,1,58.4,347,-999,"543;550;1297;1573;1822;1823;1849;1893;2655",-999,-999,-999,-999,245595.72,50.14,36.3,43.22,-118.21,-124.73,-121.47,0,39.78,1,0.07,80.7,66.19,405.52,800.18
"5045",5045,"Rodentia","Muridae","Apodemus","agrarius","Apodemus agrarius",-999,21.11,-999,-999,-999,-999,-999,-999,-999,-999,19.89,-999,-999,-999,19.5,5.64,3.5,48,1.8,-999,1098.35,-999,76.04,-999,-999,-999,-999,-999,-999,-999,"456;543;730;1297;1577;2655",-999,-999,-999,-999,11086859.77,61.75,21.9,41.83,139.02,8.68,73.85,0,124.98,1,0.02,51.66,48.51,510.09,598.47
"5046",5046,"Rodentia","Muridae","Apodemus","alpicola","Apodemus alpicola",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,41907.92,47.87,43.78,45.82,14.94,6.42,10.68,24,100.48,28,0.04,87.45,18.31,569.11,605.81
"5047",5047,"Rodentia","Muridae","Apodemus","argenteus","Apodemus argenteus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,361275.18,45.52,30.98,38.25,145.82,129.55,137.69,56,312.45,73,0.00991603867106079,132.24,90.59,743.5,799.35
"5048",5048,"Rodentia","Muridae","Apodemus","chevrieri","Apodemus chevrieri",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,1126694.73,34.72,22.36,28.54,111.25,98.05,104.65,3,183.36,7,0.06,99.99,109.25,877.77,1007.81
"5049",5049,"Rodentia","Muridae","Apodemus","draco","Apodemus draco",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,2625473.87,40.03,22.93,31.48,122.7,97.47,110.08,1,339.29,9,0.06,94.03,126.52,871.7,977.94
"5050",5050,"Rodentia","Muridae","Apodemus","epimelas","Apodemus epimelas",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,212820.59,45.35,36.4,40.87,25.71,14.79,20.25,22,102.67,31,-0.01,75.11,98.18,556.81,883.72
"5051",5051,"Rodentia","Muridae","Apodemus","flavicollis","Apodemus flavicollis",-999,31.6,-999,103.12,-999,-999,152.28,40.5,-999,-999,24.5,-999,0.001253831,0.001595483,38.75,4.94,3,48,2.3,-999,1770,-999,43.27,-999,-999,-999,-999,-999,-999,-999,"274;456;543;730;1064;1297;1573;1577;1822;1998;2356;2620;2655;2678;2975;3127",-999,-999,-999,-999,5559055.33,65.85,36.38,51.12,58.19,-6.23,25.97,0,98.47,4,0.00536456385854124,54.15,61.52,436.47,506.65
"5052",5052,"Rodentia","Muridae","Apodemus","gurkha","Apodemus gurkha",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,25245.52,28.95,27.41,28.18,86.64,83.23,84.93,4,137.38,7,0.06,114.5,52.83,890.35,1164.42
"5053",5053,"Rodentia","Muridae","Apodemus","hyrcanicus","Apodemus hyrcanicus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,6808.71,40.51,39.7,40.1,49.35,48.18,48.77,33,80.39,33,0.05,38.8,121.69,519.29,877.46
"5054",5054,"Rodentia","Muridae","Apodemus","latronum","Apodemus latronum",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,494407,31.65,22.73,27.19,103.91,96.15,100.03,1,54.82,2,0.07,145.12,58.48,863.27,1066.56
"5055",5055,"Rodentia","Muridae","Apodemus","mystacinus","Apodemus mystacinus",-999,43.84,-999,-999,-999,-999,70.64,42.3,-999,-999,23,-999,-999,-999,-999,3.88,2,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;1822;2655",-999,-999,-999,-999,801977.78,43.24,31.94,37.59,44.36,23.52,33.94,0,97.01,26,0.07,50.44,104.26,427.01,1012.79
"5056",5056,"Rodentia","Muridae","Apodemus","pallipes","Apodemus pallipes",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,640317.24,38.1,29.02,33.56,83.07,62.08,72.57,0,41.38,0,0.17,29.1,7.04,356.96,977.41
"5057",5057,"Rodentia","Muridae","Apodemus","peninsulae","Apodemus peninsulae",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.41,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297",-999,-999,-999,-999,7650074.19,68.18,28.34,48.26,145.82,82.7,114.26,0,91.15,0,0.01,42.13,-20.28,443.07,541.95
"5058",5058,"Rodentia","Muridae","Apodemus","ponticus","Apodemus ponticus",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,1101404.83,46.11,30.19,38.15,50.37,33.84,42.1,7,80.24,13,0.06,40.07,122.21,407.15,1000.32
"5059",5059,"Rodentia","Muridae","Apodemus","rusiges","Apodemus rusiges",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,76241.02,34.62,31.7,33.16,78.78,75.2,76.99,2,52.26,6,0.09,40.76,2.65,615.97,1013.02
"5060",5060,"Rodentia","Muridae","Apodemus","semotus","Apodemus semotus",-999,25.77,-999,91.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"456;1770;3121",-999,-999,-999,-999,36065.98,25.29,21.9,23.6,122,120.04,121.02,70,676.6,73,0.03,160.5,165.8,-999,-999
"5061",5061,"Rodentia","Muridae","Apodemus","speciosus","Apodemus speciosus",-999,43.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"456;1297",-999,-999,-999,-999,361275.18,45.52,30.98,38.25,145.82,129.55,137.69,56,312.45,73,0.00991603867106079,132.24,90.59,743.5,799.35
"5062",5062,"Rodentia","Muridae","Apodemus","sylvaticus","Apodemus sylvaticus",2,21.9,-999,87.51,-999,85,56.98,22,4,-999,23.68,2,0.007114139,0.007141216,41.28,5.16,3.75,52.8,1.5,-999,780,-999,57.93,-999,-999,2,2,19.36,-999,-999,"37;38;239;274;370;421;456;476;543;730;908;944;1153;1297;1573;1577;1822;1849;1998;2372;2655;2662;2678;2805;2975",-999,-999,-999,-999,5043250.55,62.04,33.01,47.53,39.79,-10.47,14.65,0,133.77,14,0.01,57.22,90.82,476.85,650.57
"5063",5063,"Rodentia","Muridae","Apodemus","uralensis","Apodemus uralensis",-999,18.26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.72,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1297;1577",-999,-999,-999,-999,7273479.78,59.09,29.93,44.51,90.73,14.34,52.53,0,52.81,2,0.02,37.81,48.61,389.88,607.08
"5064",5064,"Rodentia","Muridae","Apodemus","witherbyi","Apodemus witherbyi",-999,20.66,-999,-999,-999,-999,50.5,20.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1822;2655",-999,-999,-999,-999,1430457.53,48.37,29.28,38.83,58.78,32.48,45.63,2,85.48,7,0.07,37.44,118.37,397.25,1004.98
"5065",5065,"Rodentia","Muridae","Apomys","abrae","Apomys abrae",1,34.88,-999,109.5,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2152",-999,-999,-999,-999,39988.41,18.09,14.64,16.37,122.27,120.55,121.41,29,217.59,29,0.07,224.37,231.44,1397.53,1703.86
"5066",5066,"Rodentia","Muridae","Apomys","datae","Apomys datae",1,34.88,-999,109.5,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2152",-999,-999,-999,-999,11324.99,17.82,16.17,17,121.33,120.52,120.92,29,99.65,29,0.00857705860509476,259.41,210.39,1416.52,1618.73
"5067",5067,"Rodentia","Muridae","Apomys","gracilirostris","Apomys gracilirostris",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"5068",5068,"Rodentia","Muridae","Apomys","hylocetes","Apomys hylocetes",1,34.88,-999,109.5,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2152",-999,-999,-999,-999,17394.58,9.36,5.79,7.57,126.41,124.2,125.3,66,150.22,74,0.13,184.2,229.69,1575.6,1745.72
"5069",5069,"Rodentia","Muridae","Apomys","insignis","Apomys insignis",1,34.88,-999,109.5,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"2152",-999,-999,-999,-999,95605.19,10.47,5.55,8.01,126.6,121.89,124.24,33,159.88,55,0.11,170.68,236.39,1567.81,1734.24
"5070",5070,"Rodentia","Muridae","Apomys","littoralis","Apomys littoralis",1,30.95,-999,109.5,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1306;2152;2655",-999,-999,-999,-999,106985.31,11.7,5.55,8.63,126.6,121.89,124.24,33,177.77,55,0.11,173.61,240.08,1565.18,1739.39
"5071",5071,"Rodentia","Muridae","Apomys","microdon","Apomys microdon",2,34.98,-999,109.5,-999,-999,-999,-999,4,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,-999,"170;2152;2446;2655",-999,-999,-999,-999,26990.03,14.62,12.53,13.58,124.42,120.56,122.49,84,511.84,112,0.1,254.07,256.19,1412,1844
